token,count
sitzungswoche,499
verlässliche,499
appell,499
lieferketten,499
schreibt,498
ändert,498
agieren,498
sicherzustellen,498
gesundheitssystem,497
flächen,497
ähnlich,496
umfeld,496
unabhängigkeit,496
ursachen,496
gekürzt,496
schuldig,495
ausgesprochen,495
problemen,495
mögliche,494
hunger,494
kernenergie,493
vernünftige,493
entfernt,492
impfen,492
grundsatz,492
beginnt,492
entstanden,492
spreche,491
benennen,491
anscheinend,491
bestehende,491
kennt,491
peter,490
alternativen,490
beziehungen,490
behalten,490
geschäftsordnung,489
summe,489
aspekte,489
bundeskanzlers,488
kritische,488
verstärkt,488
damaligen,488
wochenende,488
herrscht,487
sicherheitspolitik,487
konflikt,487
selbstbestimmung,487
erstmals,487
zurzeit,486
zweiter,486
streitkräfte,486
modernisierung,485
deutliche,485
auswärtigen,485
gelöst,485
herz,485
kommunikation,485
auseinandersetzung,484
behinderung,484
gewissen,483
flucht,483
mutter,483
aussagen,483
skandal,482
versuch,482
praktisch,482
sozialdemokraten,482
erwarte,482
erhalt,482
beigetragen,481
umfang,481
bezeichnet,481
einigung,481
sicherheitsstrategie,481
heizen,480
montag,479
geholfen,479
atomkraftwerke,479
wem,479
regieren,478
vernünftig,478
rechtlich,478
aufgestellt,478
bestand,478
stattfindet,477
veränderung,477
libanon,477
anwendung,476
konflikte,476
ukrainische,476
islamismus,476
atomkraft,475
abgeschafft,474
beantwortet,474
post,474
berliner,472
truppe,471
gewerkschaften,471
prozesse,471
nachhaltigen,471
explizit,470
greift,470
ausgegeben,470
gefährden,469
aufbauen,469
innere,469
sachverständigen,469
süden,468
klären,468
argumente,468
württemberg,468
mitbestimmung,468
opfern,467
kommunalen,467
bank,467
studierenden,467
ukrainer,467
mehreren,466
leichter,466
bundestagswahl,465
rechtsextremismus,465
vorschlagen,464
konsequenz,464
holen,464
vermutlich,464
angekommen,464
mieterinnen,464
gebäude,464
hängt,464
streit,463
prüfung,463
beantragt,463
erleichtern,463
potenziale,463
vertrag,462
grundlagen,462
brandenburg,462
liste,462
westen,462
gesetzgebung,461
einzusetzen,461
dramatisch,461
fertig,461
langfristige,461
zeitraum,460
eeg,460
bestandteil,460
früh,459
erheblich,459
rentenversicherung,459
widerspruch,458
verankert,458
berichten,458
zulasten,458
genehmigungsverfahren,458
identität,458
bosnien,458
fortschritte,457
renten,457
analyse,457
kriterien,457
maßgeblich,457
patientinnen,456
regierungszeit,456
sanierung,456
dauert,455
verhandelt,455
missbrauch,455
sebastian,454
wissenschaftler,454
ankündigungen,454
ausgeschlossen,454
stecken,453
erklärung,453
schlimmer,453
belasten,453
eigentliche,453
waffenlieferungen,453
jüdinnen,453
sichert,452
entscheidet,452
gerichte,452
übrig,452
gesetzlich,452
kluge,452
mitarbeitern,452
nachfragen,452
voller,451
werben,450
mieten,450
gäste,450
benötigt,449
rufen,449
regierungskoalition,449
weiterbildung,449
effektiv,448
oftmals,448
kabinett,447
schaffung,447
befindet,446
welle,445
faire,445
kilometer,445
erfolge,445
cannabis,445
protokoll,444
verlängert,444
autos,444
schließe,443
aufhören,443
unglaublich,443
gastronomie,443
engagieren,443
krankenhäusern,442
gefährlich,442
erkenntnis,442
anschaut,441
vorschriften,441
gemeinsames,441
erarbeitet,441
zentrum,441
verhandeln,440
reaktion,440
kommunale,440
august,439
einfache,439
wladimir,439
steigende,439
grad,439
genauer,438
professor,438
eingestellt,438
sozialleistungen,438
entschuldigung,438
kürzlich,438
geradezu,438
fundament,438
lkw,438
darstellen,437
produziert,437
begrüße,437
jugend,437
geplanten,436
verursacht,436
jung,436
einhaltung,435
glaubt,435
grundordnung,435
türkei,434
zuständigen,433
los,433
kompetenzen,433
zweck,433
historischen,433
unsicherheit,433
zwingend,432
gesetzen,432
ausgehen,432
verbände,432
vorliegt,431
regierungsentwurf,431
fürs,430
bilden,430
passen,430
zählt,430
geboten,430
verfassungsschutz,429
augenhöhe,429
lieferung,429
erzählt,428
manchen,428
gipfel,428
spitze,428
irgendwelche,427
schwerer,427
grenzkontrollen,427
tonnen,427
intelligenz,427
planung,426
fragt,426
klöckner,426
okay,426
kontext,426
ausführungen,426
positive,426
handlungsbedarf,425
mehrwertsteuer,425
blockiert,425
datenschutz,425
durchgesetzt,424
leyen,424
ansätze,424
ignorieren,424
ups,424
vorgetragen,423
verunsicherung,423
schöne,423
bemerkenswert,423
korrigieren,423
einheit,423
entwicklungspolitik,423
anstrengungen,422
enorme,422
schaut,422
feiern,422
positionen,422
müsse,421
eingehalten,421
wächst,421
taurus,421
anfrage,420
bewegung,420
bezahlbare,420
argument,420
kriegsverbrechen,420
geschieht,419
schlechte,419
zerstören,419
steckt,419
fähigkeiten,419
bundesland,418
abschiebungen,418
einschätzung,418
cum,418
schweigen,417
kamen,417
heißen,417
stefan,416
wolfgang,416
abgeschlossen,416
entschließungsantrag,416
schwerpunkt,416
jeweils,415
wissenschaftlichen,415
erinnert,415
angela,414
illegale,414
sozialer,414
veröffentlicht,414
pläne,414
könne,413
humanitären,413
erheblichen,413
staatssekretärin,413
packen,413
anerkennen,413
fonds,413
jan,412
beantragen,412
verschärft,412
verbreiten,412
erlaubt,412
diplomatie,412
änderungsantrag,411
betrachtet,411
beschäftigung,411
rassismus,411
vorredner,410
voranzubringen,410
einwanderung,410
rest,410
ehemalige,410
richtet,409
umfasst,409
terrorismus,409
wohngeld,408
demokratinnen,408
aufwand,408
gewinne,408
angegriffen,407
umlage,407
nutzt,407
italien,406
soziales,406
automatisch,405
erkrankungen,405
matthias,405
mehrheiten,405
verteilt,404
eigenes,404
ampelfraktionen,404
jüdischen,404
hände,403
klimaneutralität,403
bezahlbar,403
ergeben,402
karl,402
fehlende,402
ärztinnen,402
geplante,402
kfw,402
beobachten,402
angeboten,402
grundrechte,402
speicherung,402
fair,401
vorgestellt,401
schwierige,401
überfällig,401
zuzustimmen,401
ausgleich,401
häuser,401
studium,400
unabhängige,400
bezahlkarte,400
sinnvolle,399
zieht,399
tür,399
französischen,399
gelassen,399
verantworten,398
anerkannt,398
verkaufen,398
auseinandersetzen,397
liefert,397
wärme,397
koalitionsfraktionen,397
interessieren,397
bundesinnenministerin,397
laufenden,396
geschätzte,396
verfolgung,396
sichergestellt,395
einrichtung,395
vorantreiben,395
richtigerweise,395
digitaler,395
schäden,395
besseres,395
schlüssel,394
woher,394
zahlreichen,394
progression,394
hartz,394
beseitigen,394
kurzem,393
irgendwo,393
geäußert,393
neubau,393
vereine,393
bezüglich,393
seitens,393
tief,393
petition,393
weihnachten,392
licht,392
einhalten,391
freude,390
vorankommen,390
weitermachen,390
kritischen,390
historische,390
maße,390
dimension,390
attraktiver,390
demnächst,389
bewegt,389
ignoriert,389
kenne,389
niemanden,389
kliniken,389
tarifbindung,389
wen,388
presse,388
entscheidenden,388
politisches,388
dobrindt,387
jemals,387
meint,387
aufmerksam,387
großteil,387
nummer,387
ordentlich,387
erfolgreiche,386
wahrgenommen,386
ansehen,386
berichtet,386
abbau,386
bekämpft,386
grundsicherung,386
gestrichen,386
einigkeit,386
maß,385
formulieren,385
genannten,385
unrecht,385
strukturelle,385
adressen,385
fortsetzen,384
eigener,384
gegeneinander,384
zuge,384
stets,383
einzuführen,383
fläche,383
tagtäglich,383
pflegekräfte,382
wiederholt,382
weiterentwicklung,382
jürgen,382
demokratien,382
regulierung,382
rezession,382
fangen,381
gewisse,381
wissenschaftliche,381
gesicht,381
zeitnah,381
landwirtinnen,381
messen,381
freunden,381
inneren,381
unterschiedlich,380
nachvollziehbar,380
klaus,380
zerstörung,380
arbeitskräfte,380
ost,380
munition,380
mercosur,380
heben,379
starten,379
wenden,379
münchen,379
volle,379
stattgefunden,379
auge,379
özdemir,379
vorzulegen,378
kauf,378
bundesamt,378
inhalt,378
systeme,378
enquete,378
aufzubauen,377
hinsicht,377
herzegowina,377
bundesweit,376
aussehen,376
herkunft,376
beschleunigt,376
schlimm,375
schwierigkeiten,375
überwinden,375
vorwurf,375
profitiert,375
anstieg,374
planungs,374
griff,373
ausstieg,373
doppelt,373
denkt,373
richter,373
wieso,372
erfordert,372
kalten,372
verwenden,372
ökologische,372
solidarisch,371
fordere,371
schadet,371
johannes,371
anzugehen,371
wirtschafts,371
fördert,371
technischen,371
umfassend,371
modell,371
jobs,370
sichtbar,370
journalisten,369
standen,369
stabilisierung,369
diskriminierung,369
modernen,369
breiten,368
weiten,368
vorgängerregierung,367
phase,367
preisen,367
technisch,366
zielen,366
organisation,366
existenz,366
georgien,366
vorbild,366
verbraucherschutz,366
verbieten,365
begrenzung,365
finger,365
versagen,365
häufiger,365
hinterlassen,365
wertschöpfung,365
spiegel,365
reisen,365
verbündeten,365
überrascht,364
redet,364
norden,364
reise,364
ideologischen,364
zahlt,364
dementsprechend,364
extremismus,364
glaubwürdigkeit,363
gestiegenen,363
solch,363
erzielen,363
klimaneutral,363
umfassenden,363
rohstoffe,363
anpassen,362
helge,362
zutiefst,362
nahen,362
nunmehr,361
behandeln,361
klug,361
einzig,360
aussprache,360
schülerinnen,360
beschaffung,360
durchführen,359
vorstellungen,359
niedersachsen,359
verteilung,359
gerichtet,359
kontinent,358
generell,358
senden,358
nennt,358
ceta,358
erstes,357
ursprünglich,357
erweitern,357
zeitung,357
wagen,356
nochmals,356
definitiv,356
klimawandels,356
konzerne,356
begründet,356
entlastungspaket,356
grundlegende,355
hoher,355
klagen,355
lindh,355
schlägt,354
schicken,354
arm,354
zitiert,354
eingegangen,354
hinweise,354
medizinischen,354
schwedt,354
arbeitsplatz,353
nationaler,353
unterhalten,353
ecke,353
situationen,353
anbieten,353
niemandem,353
kunden,353
sinken,353
wolf,353
blicken,352
wundern,352
angegangen,352
internationaler,352
selbstverständlichkeit,352
nancy,352
organisiert,351
stimmung,351
abgestimmt,351
steffen,351
technologieoffenheit,351
armee,351
deutschlandticket,351
versteht,350
thüringen,350
sekunden,350
inhalte,350
durchzusetzen,349
zugehört,349
individuelle,349
festgelegt,349
pakt,349
ministerpräsident,349
material,349
grüner,349
damalige,349
behörde,349
bsw,349
viertel,348
verständigt,348
bemühungen,348
zentraler,348
aussprechen,347
minderheiten,347
folgende,347
bezeichnen,347
vermeintlich,347
laden,346
zukünftige,346
viertens,346
solide,346
technik,346
verträge,346
hessen,346
medizinische,346
technische,346
aufstellen,346
long,346
attraktiv,345
vorstellung,345
angefangen,345
ersetzen,345
näher,345
zinsen,345
widerstand,345
wachstumschancengesetz,345
demokratisch,344
aufgefordert,344
löst,344
hinterher,344
firmen,344
wirtschaftswachstum,344
sgb,344
überlassen,344
beruflichen,344
vielzahl,344
hisbollah,344
vernunft,343
systematisch,343
fliehen,343
geprüft,343
who,343
nachvollziehen,342
diktatur,342
handlungsfähigkeit,342
chaos,342
bundesministerium,342
überwiegend,342
kriege,342
glückwunsch,342
drohen,341
jeweiligen,341
hunderttausende,341
schwächen,341
westlichen,341
spaltung,341
geeignet,341
konzepte,340
bewahren,340
gezielte,340
bewerten,340
terminals,340
präsenz,340
parlamentarier,339
eigentum,339
steuergeld,339
wahlrecht,339
gesundheitsminister,338
transparent,338
konfrontiert,338
eintreten,338
begrenzt,338
empfehlungen,338
besonderer,338
ausgestattet,338
lehre,337
fake,337
bewältigung,337
unten,337
ganzes,337
weitgehend,337
petitionen,337
definiert,336
empfehle,336
nrw,336
größeren,336
fließen,336
französische,336
parallel,336
transformationsfonds,336
hängen,336
überprüfen,336
planungsbeschleunigung,336
bmz,336
schweden,336
weshalb,335
dauern,335
anhebung,335
kurzarbeitergeld,335
verweisen,335
freiheitlich,335
tierhaltung,335
pistorius,335
verurteilt,334
inklusive,334
lasse,334
zählen,334
ursache,334
unterschiede,334
meistens,334
hierbei,334
lande,333
total,333
super,333
bürgermeister,333
asylverfahren,333
frank,333
erlaubnis,333
militärisch,333
geldwäsche,333
trump,333
wärmeplanung,333
gasumlage,333
übertragen,332
sommerpause,332
durchsetzung,332
eingeschränkt,332
paus,332
versorgen,332
diskurs,332
ökologischen,332
beamten,332
ausnahmen,332
beinhaltet,331
einfachen,331
schleswig,331
erzielt,331
engagiert,331
steuerliche,331
abhängigkeiten,331
kindergeld,331
senkung,330
spannend,330
stabilisieren,330
behinderungen,330
hieß,330
aktionsplan,330
hinten,329
wirksame,329
orientieren,329
beklagen,329
erwartungen,329
enormen,329
bewiesen,328
herum,328
ringen,328
verantwortlichen,328
landwirten,328
heizkostenzuschuss,328
wahrnehmen,328
äußerungen,328
einsatzes,328
ausnahme,327
erarbeiten,327
wahren,327
bereitschaft,327
großbritannien,327
preissteigerungen,327
annalena,327
bekennen,327
krankenhaus,327
branchen,327
resilienz,327
mangel,327
hoffmann,327
finanzen,326
überzeugen,326
vorsorge,326
erzeugen,326
großem,326
benannt,326
geklärt,326
wundert,326
verlangen,326
hierzulande,326
storch,326
verwendet,325
gleichermaßen,325
ausgestaltung,325
einschränkungen,325
behandlung,325
fassen,325
dahinter,325
betreffen,325
jüdische,325
marco,324
besuch,324
werten,324
nötigen,324
garantieren,324
kanzleramt,324
sed,324
expertinnen,323
klimapolitik,323
ulrich,323
wende,323
desto,323
söder,322
luczak,322
ausgebaut,322
verbindung,322
gesundheitsversorgung,322
maut,322
jenseits,322
zivile,322
verlangt,321
sicherer,321
wachsen,321
treibt,321
operation,321
smart,321
säule,321
wärmewende,321
krankheit,320
fuels,320
fährt,320
zentrales,320
reduzierung,320
berichte,320
anpacken,319
einheitliche,319
gigawatt,319
gegebenenfalls,319
eingriff,319
falls,319
mindestlohns,319
schlechten,319
aufzunehmen,318
unsinn,318
verfassungswidrig,318
darstellt,318
reine,318
umständen,318
beschreiben,318
ran,318
fairen,318
räume,318
ahrtal,318
polizistinnen,318
kurze,317
entziehen,317
maximal,317
koalitionspartner,317
bewertung,317
demonstrationen,317
ausländische,317
naturschutz,317
coronakrise,316
effizient,316
hunderte,316
reformieren,316
derjenigen,315
ängste,315
seehofer,315
status,315
öfter,315
wunder,315
kapital,315
weitergeht,315
national,315
heizungsgesetz,315
jahrhundert,314
detail,314
wand,314
festen,314
volker,314
lücke,314
kanada,314
liest,313
konferenz,313
verschärfen,313
ergibt,313
verteilen,313
frühjahr,312
geführten,312
zweites,312
anschließen,312
krankenversicherung,312
bundesnetzagentur,312
throm,312
vorpommern,312
terroristen,312
volkes,311
bundesrechnungshof,311
informiert,311
hausaufgaben,311
schulze,311
ersparen,311
ruhe,311
gezwungen,311
funktionierende,311
einstellen,311
europarat,311
zugelassen,310
flexibilität,310
jene,310
verlust,310
gestartet,310
gottschalk,310
enden,310
verbreitet,310
bezieht,309
moskau,309
grundsätzliche,309
absenkung,308
spalten,308
bürokratische,308
bereitgestellt,308
lohn,308
jährigen,307
abwägung,307
dauerhafte,307
anschlag,307
männern,307
mecklenburg,307
banken,307
abbauen,306
tolle,306
gegenseitig,306
faktor,306
weiterentwickeln,306
schrecklichen,305
sonne,305
regionale,305
rote,305
fehlanzeige,305
brücke,305
arbeitszeit,305
lieferkettengesetz,305
umweltschutz,305
vorteile,305
österreich,305
populismus,305
data,305
südsudan,305
sachlich,304
freiwillig,304
gezahlt,304
verbinden,304
definieren,304
roten,304
ausrüstung,304
tribünen,304
lücken,303
verletzt,303
sucht,303
worauf,303
deutsches,303
vielfach,303
schweiz,303
öffnen,303
truppen,303
debattiert,303
plattformen,303
ukrainerinnen,303
kraftstoffe,302
angenommen,302
meist,302
stich,302
falle,302
nachrichten,302
angehörige,302
regierungsverantwortung,301
belarus,301
tiere,301
informieren,301
beweis,301
projekten,301
langem,301
verteidigungsfähigkeit,301
revolution,301
räumen,300
abgesehen,300
kleines,300
liberalen,300
ehrlicherweise,300
extremisten,300
lemke,300
zustande,299
bernd,299
eingeladen,299
gesetzentwurfs,299
vereinigten,299
weltweiten,299
dorthin,299
impfstoffe,299
innenminister,299
steigern,299
versuche,299
mittwoch,299
gerät,299
wehrbeauftragte,299
erachtens,298
laufe,298
tritt,298
betreuung,298
erledigt,298
gebot,298
islamistischen,298
schrodi,298
propaganda,297
stabil,297
tribüne,297
fossile,297
gebieten,297
gewonnen,297
ablehnung,297
west,297
lebensmitteln,297
umgekehrt,296
anpassungen,296
mitmachen,296
hersteller,296
kompetenz,296
amerikanischen,296
bär,296
gedenken,296
übernimmt,295
zukünftigen,295
annehmen,295
windenergie,295
brechen,295
diesmal,295
freitag,295
lehrer,295
absicherung,295
faktisch,295
vorteil,295
medikamente,295
digitalpakt,295
impulse,294
abstimmen,294
völkerrecht,294
tasche,294
verlässlich,294
wohin,294
verpflichtungen,294
einklang,294
wertvolle,294
kalte,294
erweiterung,294
schwerpunkte,294
steuereinnahmen,294
tradition,293
gekämpft,293
melden,293
jederzeit,293
äußern,293
stehe,293
verdoppelt,293
atomenergie,293
steigerung,293
vonseiten,293
geeinigt,293
auszubauen,293
gründung,293
begrenzen,292
gesetzentwürfe,292
harte,292
verbänden,292
absolute,292
vorzunehmen,292
verweigern,292
kunst,292
füllen,292
haushalts,292
sicherheitslage,292
nachtragshaushalt,292
irgendwas,291
angelegt,291
allzu,291
direkte,291
klimaschutzgesetz,291
problems,291
woran,291
aktive,291
partnerschaft,291
schäfer,291
zivilen,291
stabile,290
news,290
versorgt,290
ostdeutschen,290
fachkräften,290
geführte,290
rechtsextremen,289
stammt,289
fahrzeuge,289
biodiversität,289
gemerkt,289
hinein,289
arbeitslosigkeit,289
schröder,289
toll,289
vorsitzende,289
merkt,288
kontrollieren,288
adressiert,288
gemäß,288
gestaltet,288
verweigert,288
gesunde,288
verstärken,288
bedrohungen,288
endet,288
see,288
unterscheiden,288
zweimal,287
faktoren,287
beträgt,287
wesentlicher,287
hohes,287
einzelfall,287
menschlichkeit,287
haushaltspolitik,287
mitbekommen,286
sämtliche,286
virus,286
signale,286
unverantwortlich,286
modernisieren,286
effizienter,286
stellungnahme,286
definition,286
entfalten,286
begleitet,286
spürbar,286
studenten,286
wunderbar,285
berufen,285
ersetzt,285
ernstes,285
lade,285
kontrolliert,285
überschrift,285
strukturellen,285
anhand,285
barrierefreiheit,285
vorbereitung,285
ergänzen,285
mütter,284
belegt,284
erkennt,284
afrikanischen,284
schnellstmöglich,284
heizung,284
rechtzeitig,284
blockieren,284
bestätigen,284
enger,284
gutachten,284
orte,284
zuständigkeit,284
bezahlbaren,284
historisch,284
deutlichkeit,284
gleichstellung,284
bitter,283
verfügbar,283
schwieriger,283
nachlesen,283
teils,283
nina,283
fachkräfteeinwanderungsgesetz,283
höchst,283
strompreise,283
träger,283
verteidigt,283
halben,283
brehm,283
meinungen,283
bürokratischen,283
sinkt,283
echter,283
bevölkerungsschutz,283
kreislaufwirtschaft,283
unerträglich,282
brutalen,282
wirkliche,282
vereinen,282
handwerker,282
händen,282
rechtsprechung,282
ehrenamt,282
europawahl,282
strukturwandel,282
amthor,282
aufenthaltsrecht,282
ankündigung,281
holstein,281
garantiert,281
feld,281
gering,281
automobilindustrie,281
fricke,281
online,281
konstruktiven,280
konsequente,280
menschenleben,280
bernhard,280
rheinland,280
lehren,280
angemessene,280
leer,280
positiven,280
kompliziert,280
meilenstein,280
begründen,279
sonntag,279
empfehlen,279
schüren,279
wirtschaftsministerium,279
struktur,279
anstehenden,279
halbe,279
vorratsdatenspeicherung,279
